chembl_id	accession	pref_name	organism
CHEMBL2094119	P42260	Glutamate receptor ionotropic, kainate	Rattus norvegicus
CHEMBL3038481	P42260	Ionotropic glutamate receptor kainate 2/5	Rattus norvegicus
CHEMBL2009	P42261	Glutamate receptor ionotropic, AMPA 1	Homo sapiens
CHEMBL2096670	P42261	Glutamate receptor ionotropic AMPA	Homo sapiens
CHEMBL4016	P42262	Glutamate receptor ionotropic, AMPA 2	Homo sapiens
CHEMBL2096670	P42262	Glutamate receptor ionotropic AMPA	Homo sapiens
CHEMBL3595	P42263	Glutamate receptor ionotropic, AMPA 3	Homo sapiens
CHEMBL2096670	P42263	Glutamate receptor ionotropic AMPA	Homo sapiens
CHEMBL3744	P42264	Glutamate receptor ionotropic kainate 3	Rattus norvegicus
CHEMBL2094119	P42264	Glutamate receptor ionotropic, kainate	Rattus norvegicus
CHEMBL4681	P42330	Aldo-keto-reductase family 1 member C3	Homo sapiens
CHEMBL4005	P42336	PI3-kinase p110-alpha subunit	Homo sapiens
CHEMBL2111367	P42336	PI3-kinase p110-alpha/p85-alpha	Homo sapiens
CHEMBL3559703	P42336	PI3-kinase class I	Homo sapiens
CHEMBL2499	P42337	PI3-kinase p110-alpha subunit	Mus musculus
CHEMBL3145	P42338	PI3-kinase p110-beta subunit	Homo sapiens
CHEMBL3038510	P42338	PI3K p110 beta/p85 alpha	Homo sapiens
CHEMBL3559703	P42338	PI3-kinase class I	Homo sapiens
CHEMBL2842	P42345	Serine/threonine-protein kinase mTOR	Homo sapiens
CHEMBL2221341	P42345	Mammalian target of Rapamycin (mTORC1)	Homo sapiens
CHEMBL1075134	P42346	Serine/threonine-protein kinase mTOR	Rattus norvegicus
CHEMBL3667	P42356	PI4-kinase alpha subunit	Homo sapiens
CHEMBL2096619	P42356	Phosphatidylinositol 4-kinase, PI4K	Homo sapiens
CHEMBL3038509	P42356	PI4KA/PI4KAP2	Homo sapiens
CHEMBL3038509	P42356	PI4KA/PI4KAP2	Homo sapiens
CHEMBL4003	P42357	Histidase	Homo sapiens
CHEMBL3097981	P42512	Fe(3+)-pyochelin receptor	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL1250361	P42573	Cell death protein 3	Caenorhabditis elegans
CHEMBL2334	P42574	Caspase-3	Homo sapiens
CHEMBL4884	P42575	Caspase-2	Homo sapiens
CHEMBL1932893	P42677	40S ribosomal protein S27	Homo sapiens
CHEMBL4175	P42679	Tyrosine-protein kinase CTK	Homo sapiens
CHEMBL4246	P42680	Tyrosine-protein kinase TEC	Homo sapiens
CHEMBL4367	P42681	Tyrosine-protein kinase TXK	Homo sapiens
CHEMBL4014	P42684	Tyrosine-protein kinase ABL2	Homo sapiens
CHEMBL2111414	P42684	Tyrosine-protein kinase ABL	Homo sapiens
CHEMBL4223	P42685	Tyrosine-protein kinase FRK	Homo sapiens
CHEMBL2363074	P42685	SRC	Homo sapiens
CHEMBL3137274	P42702	LIFR/GP130	Homo sapiens
CHEMBL2335	P42785	Lysosomal Pro-X carboxypeptidase	Homo sapiens
CHEMBL5514	P42858	Huntingtin	Homo sapiens
CHEMBL1250362	P42859	Huntingtin	Mus musculus
CHEMBL2858	P42866	Mu opioid receptor	Mus musculus
CHEMBL2095192	P42866	Opioid receptor	Mus musculus
CHEMBL2221343	P42866	Opioid receptors; mu and delta	Mus musculus
CHEMBL2340	P42891	Endothelin-converting enzyme 1	Bos taurus
CHEMBL4791	P42892	Endothelin-converting enzyme 1	Homo sapiens
CHEMBL2676	P42893	Endothelin-converting enzyme 1	Rattus norvegicus
CHEMBL3112383	P42971	Penicillin-binding protein 3	Bacillus subtilis (strain 168)
CHEMBL3085	P43003	Excitatory amino acid transporter 1	Homo sapiens
CHEMBL4973	P43004	Excitatory amino acid transporter 2	Homo sapiens
CHEMBL2721	P43005	Excitatory amino acid transporter 3	Homo sapiens
CHEMBL5515	P43057	Protein kinase C-like 1	Candida albicans
CHEMBL1163109	P43071	Multidrug resistance protein CDR1	Candida albicans
CHEMBL1987	P43088	Prostanoid FP receptor	Homo sapiens
CHEMBL6179	P43093	Candidapepsin-4	Candida albicans (strain WO-1) (Yeast)
CHEMBL6019	P43094	Candidapepsin-5	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL6178	P43095	Candidapepsin-6	Candida albicans
CHEMBL4086	P43114	Prostanoid EP4 receptor	Rattus norvegicus
CHEMBL3710	P43115	Prostanoid EP3 receptor	Homo sapiens
CHEMBL2363068	P43115	Prostaglandin E2 receptor	Homo sapiens
CHEMBL1881	P43116	Prostanoid EP2 receptor	Homo sapiens
CHEMBL2363068	P43116	Prostaglandin E2 receptor	Homo sapiens
CHEMBL5000	P43117	Prostanoid FP receptor	Mus musculus
CHEMBL1995	P43119	Prostanoid IP receptor	Homo sapiens
CHEMBL1907610	P43140	Adrenergic receptor alpha-1	Rattus norvegicus
CHEMBL319	P43140	Alpha-1a adrenergic receptor	Rattus norvegicus
CHEMBL2097171	P43140	Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1	Rattus norvegicus
CHEMBL2094111	P43140	Adrenergic receptor alpha	Rattus norvegicus
CHEMBL2111447	P43140	Alpha adrenergic receptor 1A and 1D	Rattus norvegicus
CHEMBL2111476	P43140	Alpha adrenergic receptor 1A and 1B	Rattus norvegicus
CHEMBL4747	P43143	Neuronal acetylcholine receptor subunit alpha-6	Rattus norvegicus
CHEMBL2094110	P43143	Neuronal acetylcholine receptor	Rattus norvegicus
CHEMBL3137275	P43143	Nicotinic acetylcholine receptor alpha6/alpha3/beta2/beta3	Rattus norvegicus
CHEMBL3137276	P43143	Nicotinic acetylcholine receptor alpha6/alpha3/beta4	Rattus norvegicus
CHEMBL2585	P43144	Neuronal acetylcholine receptor protein alpha-9 subunit	Rattus norvegicus
CHEMBL2094110	P43144	Neuronal acetylcholine receptor	Rattus norvegicus
CHEMBL3038462	P43144	Nicotinic acetylcholine receptor alpha9/alpha10	Rattus norvegicus
CHEMBL2802	P43153	Microbial collagenase	Clostridium perfringens (strain 13 / Type A)
CHEMBL3184	P43155	Carnitine acetylase	Homo sapiens
CHEMBL2326	P43166	Carbonic anhydrase VII	Homo sapiens
CHEMBL2095180	P43166	Carbonic anhydrase	Homo sapiens
CHEMBL5001	P43219	Gastric inhibitory polypeptide receptor	Rattus norvegicus
CHEMBL1784	P43220	Glucagon-like peptide 1 receptor	Homo sapiens
CHEMBL268	P43235	Cathepsin K	Homo sapiens
CHEMBL2111361	P43235	Cathepsin (V and K)	Homo sapiens
CHEMBL2111368	P43235	Cathepsin (S and K)	Homo sapiens
CHEMBL2111380	P43235	Cathepsin (L and K)	Homo sapiens
CHEMBL2111396	P43235	Cathepsin (B and K)	Homo sapiens
CHEMBL2111441	P43235	Cathepsin (H and K)	Homo sapiens
CHEMBL3349	P43236	Cathepsin K	Oryctolagus cuniculus
CHEMBL1075229	P43245	Multidrug resistance protein 1	Rattus norvegicus
CHEMBL6144	P43250	G protein-coupled receptor kinase 6	Homo sapiens
CHEMBL3322	P43253	Prostanoid IP receptor	Rattus norvegicus
CHEMBL3391681	P43304	Mitochondrial glycerol-3-phosphate dehydrogenase	Homo sapiens
CHEMBL1795107	P43316	Endoglucanase-5	Humicola insolens
CHEMBL2570	P43346	Deoxycytidine kinase	Mus musculus
CHEMBL2362978	P43351	DNA repair protein RAD52 homolog	Homo sapiens
CHEMBL3542434	P43353	Aldehyde dehydrogenase	Homo sapiens
CHEMBL5002	P43354	Nuclear receptor subfamily 4 group A member 2	Homo sapiens
CHEMBL4143	P43367	Calpain 2	Sus scrofa
CHEMBL6117	P43378	Tyrosine-protein phosphatase non-receptor type 9	Homo sapiens
CHEMBL2803	P43403	Tyrosine-protein kinase ZAP-70	Homo sapiens
CHEMBL2034801	P43404	Tyrosine-protein kinase ZAP-70	Mus musculus
CHEMBL2599	P43405	Tyrosine-protein kinase SYK	Homo sapiens
CHEMBL4759	P43428	Glucose-6-phosphatase	Rattus norvegicus
CHEMBL2176814	P43432	Interleukin-12 subunit beta	Mus musculus
CHEMBL1744525	P43490	Nicotinamide phosphoribosyltransferase	Homo sapiens
CHEMBL5003	P43568	Serine/threonine-protein kinase CAK1	Saccharomyces cerevisiae S288c
CHEMBL2331058	P43657	Lysophosphatidic acid receptor 6	Homo sapiens
CHEMBL1907591	P43681	Neuronal acetylcholine receptor; alpha4/beta4	Homo sapiens
CHEMBL1907589	P43681	Neuronal acetylcholine receptor; alpha4/beta2	Homo sapiens
CHEMBL1882	P43681	Neuronal acetylcholine receptor protein alpha-4 subunit	Homo sapiens
CHEMBL3038461	P43681	Nicotinic acetylcholine receptor alpha4/beta2/alpha5	Homo sapiens
CHEMBL1687679	P43694	Transcription factor GATA-4	Homo sapiens
CHEMBL3822	P43711	Beta-ketoacyl-ACP synthase III	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CHEMBL3671	P43819	Phenylalanyl-tRNA synthetase alpha chain	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CHEMBL1641340	P43828	Methionyl-tRNA synthetase	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CHEMBL5004	P43870	Type-2 restriction enzyme HindIII	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CHEMBL1075192	P44514	Succinyl-diaminopimelate desuccinylase	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CHEMBL1075088	P45040	Cysteine synthase	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
CHEMBL4341	P45352	Thymidylate synthase	Rattus norvegicus
CHEMBL3108653	P45376	Aldose reductase	Mus musculus
CHEMBL2095202	P45379	Troponin, cardiac muscle	Homo sapiens
CHEMBL280	P45452	Matrix metalloproteinase 13	Homo sapiens
CHEMBL2095216	P45452	Collagenase	Homo sapiens
CHEMBL2111422	P45452	Matrix metalloproteinase (1 and 13)	Homo sapiens
CHEMBL4091	P45568	1-deoxyxylulose-5-phosphate reductoisomerase	Escherichia coli K-12
CHEMBL3496	P45578	S-ribosylhomocysteine lyase	Escherichia coli K-12
CHEMBL3112375	P45845	Protein-lysine 6-oxidase	Sus scrofa
CHEMBL2424505	P45877	Peptidyl-prolyl cis-trans isomerase C	Homo sapiens
CHEMBL6190	P45880	Voltage-dependent anion-selective channel protein 2	Homo sapiens
CHEMBL2176830	P45953	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	Rattus norvegicus
CHEMBL6158	P45974	Ubiquitin carboxyl-terminal hydrolase 5	Homo sapiens
CHEMBL2169720	P45975	Histone-lysine N-methyltransferase Su(var)3-9	Drosophila melanogaster
CHEMBL2276	P45983	c-Jun N-terminal kinase 1	Homo sapiens
CHEMBL2096667	P45983	c-Jun N-terminal kinase, JNK	Homo sapiens
CHEMBL4179	P45984	c-Jun N-terminal kinase 2	Homo sapiens
CHEMBL2096667	P45984	c-Jun N-terminal kinase, JNK	Homo sapiens
CHEMBL3038502	P45984	JNK2/JNK3	Homo sapiens
CHEMBL2897	P45985	Dual specificity mitogen-activated protein kinase kinase 4	Homo sapiens
CHEMBL4127	P46002	Platelet activating factor receptor	Rattus norvegicus
CHEMBL2111324	P46019	Phosphorylase kinase	Homo sapiens
CHEMBL2111324	P46020	Phosphorylase kinase	Homo sapiens
CHEMBL4605	P46059	Oligopeptide transporter small intestine isoform	Homo sapiens
CHEMBL1293236	P46063	ATP-dependent DNA helicase Q1	Homo sapiens
CHEMBL2321628	P46092	C-C chemokine receptor type 10	Homo sapiens
CHEMBL3638324	P46093	G-protein coupled receptor 4	Homo sapiens
CHEMBL1899	P46098	Serotonin 3a (5-HT3a) receptor	Homo sapiens
CHEMBL2094132	P46098	Serotonin 3 (5-HT3) receptor	Homo sapiens
CHEMBL2096904	P46098	Serotonin (5-HT) receptor	Homo sapiens
CHEMBL2111332	P46098	Serotonin 3 (5-HT3) receptor	Homo sapiens
CHEMBL5005	P46108	Proto-oncogene C-crk	Homo sapiens
CHEMBL1293291	P46154	Glutathione-independent formaldehyde dehydrogenase	Pseudomonas putida
CHEMBL2156	P46197	Atrial natriuretic peptide receptor B	Bos taurus
CHEMBL2366474	P46225	Triosephosphate isomerase, chloroplastic	Secale cereale
CHEMBL1075199	P46406	Glyceraldehyde-3-phosphate dehydrogenase	Oryctolagus cuniculus
CHEMBL2366475	P46426	Glutathione S-transferase	Dirofilaria immitis
CHEMBL2819	P46439	Glutathione S-transferase Mu 5	Homo sapiens
CHEMBL2311231	P46459	Vesicle-fusing ATPase	Homo sapiens
CHEMBL2401609	P46510	Carbonic anhydrase	Flaveria bidentis
CHEMBL2146346	P46531	Neurogenic locus notch homolog protein 1	Homo sapiens
CHEMBL2390809	P46541	Proline iminopeptidase	Bacillus coagulans
CHEMBL5197	P46549	Serine/threonine-protein kinase SULU	Caenorhabditis elegans
CHEMBL1255136	P46587	Heat shock protein SSA2	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL3580503	P46598	Heat shock protein 90 homolog	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
CHEMBL2605	P46616	Adenosine A2a receptor	Cavia porcellus
CHEMBL4308	P46663	Bradykinin B1 receptor	Homo sapiens
CHEMBL1781859	P46720	Solute carrier organic anion transporter family member 1A1	Rattus norvegicus
CHEMBL1743123	P46721	Solute carrier organic anion transporter family member 1A2	Homo sapiens
CHEMBL2109	P46734	Dual specificity mitogen-activated protein kinase kinase 3	Homo sapiens
CHEMBL3217382	P46821	Microtubule-associated protein 1B	Homo sapiens
CHEMBL1795160	P46863	Bipolar kinesin KRP-130	Drosophila melanogaster
CHEMBL4414	P46925	Plasmepsin 2	Plasmodium falciparum
CHEMBL3621023	P46934	E3 ubiquitin-protein ligase NEDD4	Homo sapiens
CHEMBL1250406	P46943	Translation factor GUF1, mitochondrial	Saccharomyces cerevisiae S288c
CHEMBL3108657	P46952	3-hydroxyanthranilate 3,4-dioxygenase	Homo sapiens
CHEMBL3108658	P46953	3-hydroxyanthranilate 3,4-dioxygenase	Rattus norvegicus
CHEMBL1741185	P47154	CAAX prenyl protease 1	Saccharomyces cerevisiae S288c
CHEMBL1075215	P47196	RAC-alpha serine/threonine-protein kinase	Rattus norvegicus
CHEMBL4332	P47199	Quinone oxidoreductase	Mus musculus
CHEMBL1075206	P47204	Cell division protein ftsZ	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL3855	P47205	UDP-3-O-acyl-GlcNAc deacetylase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
CHEMBL4894	P47211	Galanin receptor 1	Homo sapiens
CHEMBL3816	P47712	Cytosolic phospholipase A2	Homo sapiens
CHEMBL2907	P47713	Cytosolic phospholipase A2	Mus musculus
CHEMBL4626	P47743	Metabotropic glutamate receptor 8	Mus musculus
CHEMBL2304404	P47745	Adenosine A1 receptor	Cavia porcellus
CHEMBL3037	P47746	Cannabinoid CB1 receptor	Mus musculus
CHEMBL2111415	P47746	Cannabinoid receptor	Mus musculus
CHEMBL2882	P47747	Histamine H2 receptor	Cavia porcellus
CHEMBL5492	P47748	Nociceptin receptor	Cavia porcellus
CHEMBL3616360	P47752	Sphingosine 1-phosphate receptor 2	Rattus norvegicus
CHEMBL5006	P47775	G-protein coupled receptor 12	Homo sapiens
CHEMBL2366476	P47791	Glutathione reductase, mitochondrial	Mus musculus
CHEMBL5007	P47806	Zinc finger protein GLI1	Mus musculus
CHEMBL2201	P47809	Dual specificity mitogen-activated protein kinase kinase 4	Mus musculus
CHEMBL2336	P47811	MAP kinase p38 alpha	Mus musculus
CHEMBL2111473	P47811	MAP kinase p38	Mus musculus
CHEMBL2625	P47820	Angiotensin-converting enzyme	Rattus norvegicus
CHEMBL2530	P47824	P2X purinoceptor 1	Rattus norvegicus
CHEMBL3581	P47866	Corticotropin releasing factor receptor 2	Rattus norvegicus
CHEMBL2111360	P47866	Corticotropin releasing factor receptor	Rattus norvegicus
CHEMBL4956	P47869	GABA receptor alpha-2 subunit	Homo sapiens
CHEMBL2093872	P47869	GABA-A receptor; anion channel	Homo sapiens
CHEMBL2109243	P47869	GABA-A receptor; benzodiazepine site	Homo sapiens
CHEMBL2109244	P47869	GABA-A receptor; agonist GABA site	Homo sapiens
CHEMBL2094130	P47869	GABA-A receptor; alpha-2/beta-3/gamma-2	Homo sapiens
CHEMBL2111413	P47869	GABA A receptor alpha-2/beta-2/gamma-2	Homo sapiens
CHEMBL1920	P47870	GABA receptor beta-2 subunit	Homo sapiens
CHEMBL1907597	P47870	GABA-A receptor; GABA-A site (alpha1/beta2 interface)	Homo sapiens
CHEMBL2093872	P47870	GABA-A receptor; anion channel	Homo sapiens
CHEMBL2109244	P47870	GABA-A receptor; agonist GABA site	Homo sapiens
CHEMBL2095172	P47870	GABA-A receptor; alpha-1/beta-2/gamma-2	Homo sapiens
CHEMBL2111339	P47870	GABA A receptor alpha-3/beta-2/gamma-2	Homo sapiens
CHEMBL2111370	P47870	GABA A receptor alpha-6/beta-2/gamma-2	Homo sapiens
CHEMBL2111413	P47870	GABA A receptor alpha-2/beta-2/gamma-2	Homo sapiens
CHEMBL1985	P47871	Glucagon receptor	Homo sapiens
CHEMBL1925	P47872	Secretin receptor	Homo sapiens
CHEMBL3579	P47895	Aldehyde dehydrogenase 1A3	Homo sapiens
CHEMBL3542434	P47895	Aldehyde dehydrogenase	Homo sapiens
CHEMBL3054	P47897	Glutaminyl-tRNA synthetase	Homo sapiens
CHEMBL3426	P47898	Serotonin 5a (5-HT5a) receptor	Homo sapiens
CHEMBL2096904	P47898	Serotonin (5-HT) receptor	Homo sapiens
CHEMBL4315	P47900	Purinergic receptor P2Y1	Homo sapiens
CHEMBL1921	P47901	Vasopressin V1b receptor	Homo sapiens
CHEMBL2111456	P47901	Vasopressin V1 receptor	Homo sapiens
CHEMBL2363078	P47901	Vasopressin receptor	Homo sapiens
CHEMBL5008	P47929	Galectin-7	Homo sapiens
CHEMBL5373	P47936	Cannabinoid CB2 receptor	Mus musculus
CHEMBL2111415	P47936	Cannabinoid receptor	Mus musculus
CHEMBL1929	P47989	Xanthine dehydrogenase	Homo sapiens
CHEMBL2366477	P48016	Vacuolar acid trehalase	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
CHEMBL5714	P48023	Tumor necrosis factor ligand superfamily member 6	Homo sapiens
CHEMBL4775	P48026	Spermidine/spermine N(1)-acetyltransferase 1	Mus musculus
CHEMBL2111376	P48026	Spermidine/spermine N(1)-acetyltransferase (SAT)	Mus musculus
CHEMBL3881	P48032	Tissue inhibitor of metalloproteinases-3	Rattus norvegicus
CHEMBL1945	P48039	Melatonin receptor 1A	Homo sapiens
CHEMBL2094268	P48039	Melatonin receptor	Homo sapiens
CHEMBL2344	P48044	Vasopressin V2 receptor	Bos taurus
CHEMBL1293292	P48048	ATP-sensitive inward rectifier potassium channel 1	Homo sapiens
CHEMBL2146347	P48050	Inward rectifier potassium channel 4	Homo sapiens
CHEMBL2406895	P48051	G protein-activated inward rectifier potassium channel 2	Homo sapiens
CHEMBL3038489	P48051	Kir3.1/Kir3.2	Homo sapiens
CHEMBL3038490	P48051	Kir3.2/Kir3.3	Homo sapiens
CHEMBL2111478	P48056	GABA transporter	Rattus norvegicus
CHEMBL3190	P48058	Glutamate receptor ionotropic, AMPA 4	Homo sapiens
CHEMBL2096670	P48058	Glutamate receptor ionotropic AMPA	Homo sapiens
CHEMBL3286074	P48061	Stromal cell-derived factor 1	Homo sapiens
CHEMBL3715	P48065	Betaine transporter	Homo sapiens
CHEMBL5208	P48066	GABA transporter 3	Homo sapiens
CHEMBL2337	P48067	Glycine transporter 1	Homo sapiens
CHEMBL1293293	P48145	Neuropeptides B/W receptor type 1	Homo sapiens
CHEMBL3202	P48147	Prolyl endopeptidase	Homo sapiens
CHEMBL3495	P48163	NADP-dependent malic enzyme	Homo sapiens
CHEMBL2363052	P48167	Glycine receptor (alpha-1/beta)	Homo sapiens
CHEMBL2472	P48169	GABA receptor alpha-4 subunit	Homo sapiens
CHEMBL2093872	P48169	GABA-A receptor; anion channel	Homo sapiens
CHEMBL2109243	P48169	GABA-A receptor; benzodiazepine site	Homo sapiens
CHEMBL2109244	P48169	GABA-A receptor; agonist GABA site	Homo sapiens
CHEMBL2111366	P48169	GABA A receptor alpha-4/beta-3/gamma-2	Homo sapiens
CHEMBL5601	P48281	Vitamin D receptor	Mus musculus
CHEMBL1681617	P48302	Endothelin receptor ET-B	Mus musculus
CHEMBL1914263	P48303	Sphingosine 1-phosphate receptor 1	Rattus norvegicus
CHEMBL5913	P48357	Leptin receptor	Homo sapiens
CHEMBL2311244	P48371	DNA gyrase	Neisseria gonorrhoeae
CHEMBL3390828	P48372	DNA gyrase	Pseudomonas aeruginosa
CHEMBL2363077	P48374	Topoisomerase IV	Neisseria gonorrhoeae
CHEMBL1795194	P48426	Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha	Homo sapiens
CHEMBL2516	P48442	Calcium sensing receptor	Rattus norvegicus
CHEMBL2004	P48443	Retinoid X receptor gamma	Homo sapiens
CHEMBL2363070	P48443	Retinoid X receptor	Homo sapiens
CHEMBL2363071	P48443	Retinoid receptor	Homo sapiens
CHEMBL3542434	P48448	Aldehyde dehydrogenase	Homo sapiens
CHEMBL3593	P48449	Lanosterol synthase	Homo sapiens
CHEMBL3262	P48450	Lanosterol synthase	Rattus norvegicus
CHEMBL2176801	P48500	Triosephosphate isomerase	Rattus norvegicus
CHEMBL4055	P48506	Gamma-glutamylcysteine synthetase	Homo sapiens
CHEMBL3038488	P48544	Kir3.1/Kir3.4	Homo sapiens
CHEMBL4383	P48546	Gastric inhibitory polypeptide receptor	Homo sapiens
CHEMBL5529	P48547	Voltage-gated potassium channel subunit Kv3.1	Homo sapiens
CHEMBL2362996	P48547	Voltage-gated potassium channel	Homo sapiens
CHEMBL3038488	P48549	Kir3.1/Kir3.4	Homo sapiens
CHEMBL3038489	P48549	Kir3.1/Kir3.2	Homo sapiens
CHEMBL2364170	P48551	Interferon alpha/beta receptor	Homo sapiens
CHEMBL2793	P48729	Casein kinase I alpha	Homo sapiens
CHEMBL2111458	P48729	Casein kinase I	Homo sapiens
CHEMBL3038493	P48729	Casein kinase I/MDM2	Homo sapiens
CHEMBL2828	P48730	Casein kinase I delta	Homo sapiens
CHEMBL2111458	P48730	Casein kinase I	Homo sapiens
CHEMBL3038494	P48730	Casein kinase I delta/epsilon	Homo sapiens
CHEMBL3267	P48736	PI3-kinase p110-gamma subunit	Homo sapiens
CHEMBL3559703	P48736	PI3-kinase class I	Homo sapiens
CHEMBL2176820	P48744	Norrin	Mus musculus
CHEMBL4087	P48748	Bradykinin B1 receptor	Oryctolagus cuniculus
CHEMBL2890	P48760	Folylpoly-gamma-glutamate synthetase	Mus musculus
CHEMBL3273	P48764	Sodium/hydrogen exchanger 3	Homo sapiens
CHEMBL3494	P48766	Sodium/calcium exchanger 1	Cavia porcellus
CHEMBL3271929	P48769	Deoxycytidine kinase	Rattus norvegicus
CHEMBL2140	P48775	Tryptophan 2,3-dioxygenase	Homo sapiens
CHEMBL1075307	P48776	Tryptophan 2,3-dioxygenase	Mus musculus
CHEMBL3493	P48825	Beta-glucosidase	Aspergillus aculeatus
CHEMBL2364096	P48860	70S ribosome	Staphylococcus aureus
